species_id,recorded_species_name,species_name,taxon,reporting_name,phylum,class_,order,family,genus,common_name,range,frequency,abundance,max_length,common_family_name,common_class_name,common_phylum_name,superseded_ids,superseded_names,geom,mapped_id,mapped_superseded_ids
3652,Hemiramphus depauperatus,Hemiramphus depauperatus,Hemiramphus depauperatus,Hemiramphus depauperatus,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,Hemiramphus,Tropical half-beak fish,10,100,20,35,halfbeaks,Ray-finned fishes,Chordates,,,POINT (0 0),4474,
3653,Hemiramphus saltator,Hemiramphus saltator,Hemiramphus saltator,Hemiramphus saltator,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,Hemiramphus,Jumping halfbeak,10,100,3,48,halfbeaks,Ray-finned fishes,Chordates,,,POINT (0 0),4475,
3654,Hemitaurichthys zoster,Hemitaurichthys zoster,Hemitaurichthys zoster,Hemitaurichthys zoster,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Hemitaurichthys,Black pyramid butterflyfish,1110.036,65.7895,10.4902,18,Butterflyfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4476,
3655,Heniochus intermedius,Heniochus intermedius,Heniochus intermedius,Heniochus intermedius,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Red sea bannerfish,275.6393,77.7778,2.4211,18,Butterflyfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4477,
3656,Heniochus pleurotaenia,Heniochus pleurotaenia,Heniochus pleurotaenia,Heniochus pleurotaenia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Heniochus,Indian ocean bannerfish,1471.714,41.3043,1.6897,17,Butterflyfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4478,
3657,Henricia leviuscula,Henricia leviuscula,Henricia leviuscula,Henricia leviuscula,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Pacific blood star,799.3719,48.2759,5.6522,20,,Sea stars,Echinoderms,,,POINT (0 0),4479,
3658,Henricia sanguinolenta,Henricia sanguinolenta,Henricia sanguinolenta,Henricia sanguinolenta,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Northern henricia,2837.9268,8.0899,6.1509,15,,Sea stars,Echinoderms,,,POINT (0 0),4480,
3659,Herbstia parvifrons,Herbstia parvifrons,Herbstia parvifrons,Herbstia parvifrons,Arthropoda,Malacostraca,Decapoda,Epialtidae,Herbstia,Crevice spider crab,10,100,2,,,Higher crustaceans,Arthropods,,,POINT (0 0),4481,
3660,Hermissenda crassicornis,Hermissenda crassicornis,Hermissenda crassicornis,Hermissenda crassicornis,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Hermissenda,Opalescent nudibranch,108.0298,59.2593,6.2644,8,,Sea snails and slugs,Molluscs,,,POINT (0 0),4482,
3661,Hesperocidaris asteriscus,Hesperocidaris asteriscus,Hesperocidaris asteriscus,Hesperocidaris asteriscus,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Hesperocidaris,,499.0389,57.2581,19.625,,,Sea urchins,Echinoderms,,,POINT (0 0),4483,
3662,Heterocentrotus trigonarius,Heterocentrotus trigonarius,Heterocentrotus trigonarius,Heterocentrotus trigonarius,Echinodermata,Echinoidea,Echinoida,Echinometridae,Heterocentrotus,Red pencil urchin ,10,100,40,,,Sea urchins,Echinoderms,,,POINT (0 0),4484,
3663,Heteroconger klausewitzi,Heteroconger klausewitzi,Heteroconger klausewitzi,Heteroconger klausewitzi,Chordata,Actinopterygii,Anguilliformes,Congridae,Heteroconger,Galapagos garden eel,1430.3666,3.5971,5.5714,70,Conger eels,Ray-finned fishes,Chordates,4008,Taenioconger klausewitzi,POINT (0 0),4485,4831
3664,Heterodontus francisci,Heterodontus francisci,Heterodontus francisci,Heterodontus francisci,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,Bullhead shark,125.1701,33.3333,3.8,122,bullhead sharks,Cartilaginous fishes,Chordates,,,POINT (0 0),4486,
3665,Heterodontus quoyi,Heterodontus quoyi,Heterodontus quoyi,Heterodontus quoyi,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,Galapagos bullhead shark,22.5081,42.3077,1.2778,107,bullhead sharks,Cartilaginous fishes,Chordates,,,POINT (0 0),4487,
3666,Heterostichus rostratus,Heterostichus rostratus,Heterostichus rostratus,Heterostichus rostratus,Chordata,Actinopterygii,Perciformes,Clinidae,Heterostichus,Giant kelpfish,110.1005,33.3333,1.5714,61,kelp blennies,Ray-finned fishes,Chordates,,,POINT (0 0),4488,
3667,Hexagrammos decagrammus,Hexagrammos decagrammus,Hexagrammos decagrammus,Hexagrammos decagrammus,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos,Kelp greenling,421.2631,86.9565,6.2948,61,greenlings,Ray-finned fishes,Chordates,,,POINT (0 0),4489,
3668,Hexagrammos stelleri,Hexagrammos stelleri,Hexagrammos stelleri,Hexagrammos stelleri,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Whitespotted greenling,52.836,30.4348,1.2609,48,greenlings,Ray-finned fishes,Chordates,,,POINT (0 0),4490,
3669,Hexaplex princeps,Hexaplex princeps,Hexaplex princeps,Hexaplex princeps,Mollusca,Gastropoda,Neogastropoda,Muricidae,Hexaplex,Prince murex,980.1003,45.5729,3.2545,,,Sea snails and slugs,Molluscs,,,POINT (0 0),4491,
3670,Hexaplex trunculus,Hexaplex trunculus,Hexaplex trunculus,Hexaplex trunculus,Mollusca,Gastropoda,Neogastropoda,Muricidae,Hexaplex,Trunculus murex ,644.0469,31.7708,2.3733,,,Sea snails and slugs,Molluscs,,,POINT (0 0),4492,
3671,Hippasteria spinosa,Hippasteria spinosa,Hippasteria spinosa,Hippasteria spinosa,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Hippasteria,Spiny red star,10,100,1,34,,Sea stars,Echinoderms,,,POINT (0 0),4493,
3672,Hippocampus ingens,Hippocampus ingens,Hippocampus ingens,Hippocampus ingens,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,Giant seahorse,738.9035,3.5857,1.1111,30,Seahorses and pipefishes,Ray-finned fishes,Chordates,,,POINT (0 0),4494,
3673,Hipposcarus harid,Hipposcarus harid,Hipposcarus harid,Hipposcarus harid,Chordata,Actinopterygii,Perciformes,Scaridae,Hipposcarus,Candelamoa parrotfish,2007.77,22.9508,1.4375,75,parrotfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4495,
3674,Holacanthus bermudensis,Holacanthus bermudensis,Holacanthus bermudensis,Holacanthus bermudensis,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,Angelfish,668.6884,20.2899,1.875,45,Angelfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4496,
3675,Holacanthus ciliaris,Holacanthus ciliaris,Holacanthus ciliaris,Holacanthus ciliaris,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,Queen angelfish,2229.9316,15.7025,1.4087,45,Angelfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4497,
3676,Holacanthus passer,Holacanthus passer,Holacanthus passer,Holacanthus passer,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,King angelfish,1051.7734,63.785,8.4243,36,Angelfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4498,
3677,Holacanthus tricolor,Holacanthus tricolor,Holacanthus tricolor,Holacanthus tricolor,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Holacanthus,Rock beauty,870.0694,33.3333,1.7256,35,Angelfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4499,
3678,Holocentrus adscensionis,Holocentrus adscensionis,Holocentrus adscensionis,Holocentrus adscensionis,Chordata,Actinopterygii,Beryciformes,Holocentridae,Holocentrus,Squirrelfish,2287.398,17.9487,9.5,61,Squirrelfishes and soldierfishes,Ray-finned fishes,Chordates,4763,Holocentrus ascensionis,POINT (0 0),4500,5650
3679,Holocentrus rufus,Holocentrus rufus,Holocentrus rufus,Holocentrus rufus,Chordata,Actinopterygii,Beryciformes,Holocentridae,Holocentrus,Longspine squirrelfish,827.4683,46.5116,3.3263,35,Squirrelfishes and soldierfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4501,
3680,Homarus americanus,Homarus americanus,Homarus americanus,Homarus americanus,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,American lobster,717.3179,66.6667,3.625,64,,Higher crustaceans,Arthropods,,,POINT (0 0),4502,
3681,Homarus gammarus,Homarus gammarus,Homarus gammarus,Homarus gammarus,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,European lobster,10,100,1.2143,65,,Higher crustaceans,Arthropods,,,POINT (0 0),4503,
3682,Hoplopagrus guentherii,Hoplopagrus guentherii,Hoplopagrus guentherii,Hoplopagrus guentherii,Chordata,Actinopterygii,Perciformes,Lutjanidae,Hoplopagrus,Barred pargo,1280.8668,6.3636,2,92,Tropical snappers,Ray-finned fishes,Chordates,,,POINT (0 0),4504,
3683,Hyas araneus,Hyas araneus,Hyas araneus,Hyas araneus,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,Great spider crab,1598.3326,38.4615,8.7083,10.5,,Higher crustaceans,Arthropods,,,POINT (0 0),4505,
3684,Hyas coarctatus,Hyas coarctatus,Hyas coarctatus,Hyas coarctatus,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,Arctic lyre crab,1981.489,33.3333,1.5,6.1,,Higher crustaceans,Arthropods,,,POINT (0 0),4506,
3685,Hypoplectrus gemma,Hypoplectrus gemma,Hypoplectrus gemma,Hypoplectrus gemma,Chordata,Actinopterygii,Perciformes,Serranidae,Hypoplectrus,Blue hamlet,738.6393,11.1111,1.8333,13,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),4507,
3686,Hypoplectrus guttavarius,Hypoplectrus guttavarius,Hypoplectrus guttavarius,Hypoplectrus guttavarius,Chordata,Actinopterygii,Perciformes,Serranidae,Hypoplectrus,Shy hamlet,212.7979,42.1053,1.3333,13,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),4508,
3687,Parapercis schauinslandii,Parapercis schauinslandii,Parapercis schauinslandii,Parapercis schauinslandii,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,Lyretail grubfish,4624.829,0.5128,5.5,18,Grubfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4509,
3688,Parasalenia gratiosa,Parasalenia gratiosa,Parasalenia gratiosa,Parasalenia gratiosa,Echinodermata,Echinoidea,Camarodonta,Parasaleniidae,Parasalenia,,4002.2478,0.5348,48.8889,4,,Sea urchins,Echinoderms,,,POINT (0 0),4510,
3689,Pareques perissa,Pareques perissa,Pareques perissa,Pareques perissa,Chordata,Actinopterygii,Perciformes,Sciaenidae,Pareques,Odd highhat,78.2295,8,1,30,drums or croakers,Ray-finned fishes,Chordates,,,POINT (0 0),4511,
3690,Pareques viola,Pareques viola,Pareques viola,Pareques viola,Chordata,Actinopterygii,Perciformes,Sciaenidae,Pareques,Gungo highhat,670.7181,11.2195,2.4643,25,drums or croakers,Ray-finned fishes,Chordates,,,POINT (0 0),4512,
3691,Parupeneus forsskali,Parupeneus forsskali,Parupeneus forsskali,Parupeneus forsskali,Chordata,Actinopterygii,Perciformes,Mullidae,Parupeneus,Red sea goatfish,310.822,40,2,28,Goatfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4513,
3692,Parupeneus insularis,Parupeneus insularis,Parupeneus insularis,Parupeneus insularis,Chordata,Actinopterygii,Perciformes,Mullidae,Parupeneus,Twosaddle goatfish,2050.4128,31.7647,4,30,Goatfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4514,
3693,Patagonotothen brevicauda,Patagonotothen brevicauda,Patagonotothen brevicauda,Patagonotothen brevicauda,Chordata,Actinopterygii,Perciformes,Nototheniidae,Patagonotothen,Patagonian rockcod,751.734,43.4783,4.2,18,cod icefishes,Ray-finned fishes,Chordates,,,POINT (0 0),4515,
3694,Patagonotothen cornucola,Patagonotothen cornucola,Patagonotothen cornucola,Patagonotothen cornucola,Chordata,Actinopterygii,Perciformes,Nototheniidae,Patagonotothen,Icefish,382.5226,72.7273,3.9167,11,cod icefishes,Ray-finned fishes,Chordates,,,POINT (0 0),4516,
3695,Patagonotothen longipes,Patagonotothen longipes,Patagonotothen longipes,Patagonotothen longipes,Chordata,Actinopterygii,Perciformes,Nototheniidae,Patagonotothen,Icefish,562.0455,37.5,2.3636,18,cod icefishes,Ray-finned fishes,Chordates,,,POINT (0 0),4517,
3696,Patagonotothen tessellata,Patagonotothen tessellata,Patagonotothen tessellata,Patagonotothen tessellata,Chordata,Actinopterygii,Perciformes,Nototheniidae,Patagonotothen,Black southern cod,379.4639,63.6364,4.2667,28,cod icefishes,Ray-finned fishes,Chordates,,,POINT (0 0),4518,
3697,Patella aspera,Patella aspera,Patella aspera,Patella aspera,Mollusca,Gastropoda,,Patellidae,Patella,China limpet,71.0705,8.4746,1.625,5,,Sea snails and slugs,Molluscs,,,POINT (0 0),4519,
3698,Patella candei,Patella candei,Patella candei,Patella candei,Mollusca,Gastropoda,,Patellidae,Patella,,55.992,20,1.6,,,Sea snails and slugs,Molluscs,,,POINT (0 0),4520,
3699,Patiria miniata,Patiria miniata,Patiria miniata,Patiria miniata,Echinodermata,Asteroidea,Spinulosida,Asterinidae,Patiria,Bat star,818.148,75.3425,40.6764,20,,Sea stars,Echinoderms,,,POINT (0 0),4521,
3700,Pecten maximus,Pecten maximus,Pecten maximus,Pecten maximus,Mollusca,Bivalvia,Ostreoida,Pectinidae,Pecten,Great scallop,93.7608,71.4286,1.1429,6,,Bivalves,Molluscs,,,POINT (0 0),4522,
3701,Peltarion spinulosum,Peltarion spinulosum,Peltarion spinulosum,Peltarion spinulosum,Arthropoda,Malacostraca,Decapoda,Trichopeltariidae,Peltarion,Tractor crab,356.5938,75,2.6667,,,Higher crustaceans,Arthropods,,,POINT (0 0),4523,
3702,Peltodoris atromaculata,Peltodoris atromaculata,Peltodoris atromaculata,Peltodoris atromaculata,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Peltodoris,Leopard sea slug,598.0518,2.193,1.4,10,,Sea snails and slugs,Molluscs,,,POINT (0 0),4524,
3703,Pempheris adusta,Pempheris adusta,Pempheris adusta,Pempheris adusta,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,Dusky sweeper,2604.91,1.6349,104.8889,17,Bullseyes,Ray-finned fishes,Chordates,,,POINT (0 0),4525,
3704,Pempheris mangula,Pempheris mangula,Pempheris mangula,Pempheris mangula,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,Black-edged sweeper,10,33.3333,10.4286,16,Bullseyes,Ray-finned fishes,Chordates,,,POINT (0 0),4526,
3705,Pempheris schomburgkii,Pempheris schomburgkii,Pempheris schomburgkii,Pempheris schomburgkii,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,Glassy sweeper,651.313,8.5106,4.4286,15,Bullseyes,Ray-finned fishes,Chordates,,,POINT (0 0),4527,
3706,Pempheris vanicolensis,Pempheris vanicolensis,Pempheris vanicolensis,Pempheris vanicolensis,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,Vanikoro sweeper,4649.575,4.9659,39.4487,20,Bullseyes,Ray-finned fishes,Chordates,,,POINT (0 0),4528,
3707,Pentaceraster cumingi,Pentaceraster cumingi,Pentaceraster cumingi,Pentaceraster cumingi,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Pentaceraster,Knobby star,951.6519,14.0704,5.9916,20,,Sea stars,Echinoderms,,,POINT (0 0),4529,
3708,Pentapodus trivittatus,Pentapodus trivittatus,Pentapodus trivittatus,Pentapodus trivittatus,Chordata,Actinopterygii,Perciformes,Nemipteridae,Pentapodus,Three-striped whiptail,676.0395,15.625,2.6486,25,Threadfin breams,Ray-finned fishes,Chordates,,,POINT (0 0),4530,
3709,Percnon gibbesi,Percnon gibbesi,Percnon gibbesi,Percnon gibbesi,Arthropoda,Malacostraca,Decapoda,Percnidae,Percnon,Sally lightfoot crab,3710.342,20.7232,9.3488,6,,Higher crustaceans,Arthropods,,,POINT (0 0),4531,
3710,Petrolisthes edwardsii,Petrolisthes edwardsii,Petrolisthes edwardsii,Petrolisthes edwardsii,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,Blue porcelain crab,185.1757,22.9008,3.1489,,,Higher crustaceans,Arthropods,,,POINT (0 0),4532,
3711,Phanerodon atripes,Phanerodon atripes,Phanerodon atripes,Phanerodon atripes,Chordata,Actinopterygii,Perciformes,Embiotocidae,Phanerodon,Sharpnose seaperch,23.7804,36.3636,4.4444,29,surfperches,Ray-finned fishes,Chordates,,,POINT (0 0),4533,
3712,Pharia pyramidata,Pharia pyramidata,Pharia pyramidata,Pharia pyramidata,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Pharia,Yellow spotted star,1574.3854,23.8318,2.8466,30,,Sea stars,Echinoderms,,,POINT (0 0),4534,
3713,Phataria unifascialis,Phataria unifascialis,Phataria unifascialis,Phataria unifascialis,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Phataria,Blue sea star,1454.5919,31.0748,5.1721,18,,Sea stars,Echinoderms,,,POINT (0 0),4535,
3714,Phidiana hiltoni,Phidiana hiltoni,Phidiana hiltoni,Phidiana hiltoni,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Phidiana,Pugnaceous aeolis,13.6741,100,1,5,,Sea snails and slugs,Molluscs,,,POINT (0 0),4536,
3715,Phimochirus californiensis,Phimochirus californiensis,Phimochirus californiensis,Phimochirus californiensis,Arthropoda,Malacostraca,Decapoda,Paguridae,Phimochirus,California hermit crab,2137.339,2.459,1,,,Higher crustaceans,Arthropods,,,POINT (0 0),4537,
3716,Pholis gunnellus,Pholis gunnellus,Pholis gunnellus,Pholis gunnellus,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Rock gunnel,2136.6663,29.2135,1.6714,25,gunnels,Ray-finned fishes,Chordates,,,POINT (0 0),4538,
3717,Pholis laeta,Pholis laeta,Pholis laeta,Pholis laeta,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Crescent gunnel,77.3309,29.5455,1.5417,25,gunnels,Ray-finned fishes,Chordates,,,POINT (0 0),4539,
3718,Phyllidia carlsonhoffi,Phyllidia carlsonhoffi,Phyllidia carlsonhoffi,Phyllidia carlsonhoffi,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,Phyllidia,Carlsonhoffs phyllidia ,243.8576,36.3636,1,5,,Sea snails and slugs,Molluscs,,,POINT (0 0),4540,
3719,Phyllidiella zeylanica,Phyllidiella zeylanica,Phyllidiella zeylanica,Phyllidiella zeylanica,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,Phyllidiella,Ceylon phyllidiella,4023.8286,4.4843,1.0909,8,,Sea snails and slugs,Molluscs,,,POINT (0 0),4541,
3720,Pilumnus spinifer,Pilumnus spinifer,Pilumnus spinifer,Pilumnus spinifer,Arthropoda,Malacostraca,Decapoda,Pilumnidae,Pilumnus,Red hairy crab,10,100,3,2.5,,Higher crustaceans,Arthropods,,,POINT (0 0),4542,
3721,Pinctada mazatlanica,Pinctada mazatlanica,Pinctada mazatlanica,Pinctada mazatlanica,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pearl oyster,1187.2266,28.9655,4.8691,20,,Bivalves,Molluscs,,,POINT (0 0),4543,
3722,Pinna nobilis,Pinna nobilis,Pinna nobilis,Pinna nobilis,Mollusca,Bivalvia,Pterioida,Pinnidae,Pinna,Noble pen shell,281.917,11.6279,1.3947,120,,Bivalves,Molluscs,,,POINT (0 0),4544,
3723,Pinna rudis,Pinna rudis,Pinna rudis,Pinna rudis,Mollusca,Bivalvia,Pterioida,Pinnidae,Pinna,Rough pen shell,1024.1815,26.3889,1.3026,105,,Bivalves,Molluscs,,,POINT (0 0),4545,
3724,Pisaster brevispinus,Pisaster brevispinus,Pisaster brevispinus,Pisaster brevispinus,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Giant pink sea star,79.9982,27.027,2.5556,,,Sea stars,Echinoderms,,,POINT (0 0),4546,
3725,Pisaster giganteus,Pisaster giganteus,Pisaster giganteus,Pisaster giganteus,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Giant spined star,181.0808,83.3333,7.3043,56,,Sea stars,Echinoderms,,,POINT (0 0),4547,
3726,Pisaster ochraceus,Pisaster ochraceus,Pisaster ochraceus,Pisaster ochraceus,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Purple sea star,700.8461,53.2258,6.0087,25,,Sea stars,Echinoderms,,,POINT (0 0),4548,
3727,Plagiotremus azaleus,Plagiotremus azaleus,Plagiotremus azaleus,Plagiotremus azaleus,Chordata,Actinopterygii,Perciformes,Blenniidae,Plagiotremus,Sabertooth blenny,962.1588,60.567,9.2053,10,Blennies,Ray-finned fishes,Chordates,,,POINT (0 0),4549,
3728,Plagiotremus phenax,Plagiotremus phenax,Plagiotremus phenax,Plagiotremus phenax,Chordata,Actinopterygii,Perciformes,Blenniidae,Plagiotremus,Imposter fangblenny,2552.7734,6.2016,1.125,8,Blennies,Ray-finned fishes,Chordates,,,POINT (0 0),4550,
3729,Plagiotremus townsendi,Plagiotremus townsendi,Plagiotremus townsendi,Plagiotremus townsendi,Chordata,Actinopterygii,Perciformes,Blenniidae,Plagiotremus,Townsends fangblenny,172.756,55.5556,1,6,Blennies,Ray-finned fishes,Chordates,,,POINT (0 0),4551,
3730,Platyactaea dovii,Platyactaea dovii,Platyactaea dovii,Platyactaea dovii,Arthropoda,Malacostraca,Decapoda,Xanthidae,Platyactaea,,10,33.3333,1,,,Higher crustaceans,Arthropods,,,POINT (0 0),4552,
3731,Plectropomus pessuliferus,Plectropomus pessuliferus,Plectropomus pessuliferus,Plectropomus pessuliferus,Chordata,Actinopterygii,Perciformes,Serranidae,Plectropomus,Roving coralgrouper,8102.882,0.3138,2,120,Groupers and rockcods,Ray-finned fishes,Chordates,,,POINT (0 0),4553,
3732,Pleuronichthys coenosus,Pleuronichthys coenosus,Pleuronichthys coenosus,Pleuronichthys coenosus,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronichthys,C-o sole,805.8251,14.6341,1.1429,36,righteye flounders,Ray-finned fishes,Chordates,,,POINT (0 0),4554,
3733,Pleuroploca princeps,Pleuroploca princeps,Pleuroploca princeps,Pleuroploca princeps,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Pleuroploca,Panama horse conch,530.9995,12.4324,1.0833,18,,Sea snails and slugs,Molluscs,,,POINT (0 0),4555,
3734,Pollachius pollachius,Pollachius pollachius,Pollachius pollachius,Pollachius pollachius,Chordata,Actinopterygii,Gadiformes,Gadidae,Pollachius,Pollack,819.0031,36.8421,231.2687,130,cods,Ray-finned fishes,Chordates,,,POINT (0 0),4556,
3735,Polycera faeroensis,Polycera faeroensis,Polycera faeroensis,Polycera faeroensis,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Polycera,,10,66.6667,4,,,Sea snails and slugs,Molluscs,,,POINT (0 0),4557,
3736,Pomacanthus arcuatus,Pomacanthus arcuatus,Pomacanthus arcuatus,Pomacanthus arcuatus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,Grey angelfish,2276.7966,15.3425,1.8383,60,Angelfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4558,
3737,Pomacanthus paru,Pomacanthus paru,Pomacanthus paru,Pomacanthus paru,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,French angelfish,2217.7688,13.7741,1.3171,42,Angelfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4559,
3738,Pomacanthus zonipectus,Pomacanthus zonipectus,Pomacanthus zonipectus,Pomacanthus zonipectus,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,Cortez angelfish,1442.4031,12.9108,1.4615,46,Angelfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4560,
3739,Pomacentrus callainus,Pomacentrus callainus,Pomacentrus callainus,Pomacentrus callainus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Blue-green damselfish,332.8582,62.3377,85.7259,9,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4561,
3740,Pomacentrus indicus,Pomacentrus indicus,Pomacentrus indicus,Pomacentrus indicus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Indian damsel,712.2565,47.8261,30.381,11,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4562,
3741,Pomacentrus spilotoceps,Pomacentrus spilotoceps,Pomacentrus spilotoceps,Pomacentrus spilotoceps,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Spotted-cheek damsel,408.8057,40.1786,27.4906,9,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4563,
3742,Pomacentrus sulfureus,Pomacentrus sulfureus,Pomacentrus sulfureus,Pomacentrus sulfureus,Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,Sulphur damsel,1846.3762,60,22.1667,11,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4564,
3743,Pomadasys incisus,Pomadasys incisus,Pomadasys incisus,Pomadasys incisus,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,Bastard grunt,753.3515,10.4265,6.3077,50,Grunter breams (sweetlips),Ray-finned fishes,Chordates,,,POINT (0 0),4565,
3744,Pomatoschistus minutus,Pomatoschistus minutus,Pomatoschistus minutus,Pomatoschistus minutus,Chordata,Actinopterygii,Perciformes,Gobiidae,Pomatoschistus,Sand goby,761.1807,35.1852,74.9184,11,Gobies,Ray-finned fishes,Chordates,,,POINT (0 0),4566,
3745,Prionurus laticlavius,Prionurus laticlavius,Prionurus laticlavius,Prionurus laticlavius,Chordata,Actinopterygii,Perciformes,Acanthuridae,Prionurus,Razor surgeonfish,648.9322,59.6091,38.4463,60,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4567,
3746,Prionurus punctatus,Prionurus punctatus,Prionurus punctatus,Prionurus punctatus,Chordata,Actinopterygii,Perciformes,Acanthuridae,Prionurus,Yellowtail surgeonfish,935.5754,45.8333,20.2222,60,Surgeonfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4568,
3747,Prognathodes aculeatus,Prognathodes aculeatus,Prognathodes aculeatus,Prognathodes aculeatus,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Prognathodes,Butterbun,858.5184,7.0588,1.1667,10,Butterflyfishes,Ray-finned fishes,Chordates,4764,Chaetodon aculeatus,POINT (0 0),4569,5651
3748,Prognathodes falcifer,Prognathodes falcifer,Prognathodes falcifer,Prognathodes falcifer,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Prognathodes,Scythe butterflyfish,11.4853,70,2.8571,15,Butterflyfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4570,
3749,Abudefduf concolor,Abudefduf concolor,Abudefduf concolor,Abudefduf concolor,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,Dusky seargent,348.3205,8.0292,2.75,19,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4571,
3750,Abudefduf conformis,Abudefduf conformis,Abudefduf conformis,Abudefduf conformis,Chordata,Actinopterygii,Perciformes,Pomacentridae,Abudefduf,Marquesas sergeant,28.6724,100,46.2,13.1,Damselfishes,Ray-finned fishes,Chordates,,,POINT (0 0),4572,
